,text,intent
4023,can you get a table at the triple door in district of columbia for me and deborah vasquez,BookRestaurant
6778,rate this textbook 1 of 6,RateBook
6678,i want to hear steven harwell from the thirties,PlayMusic
5545,i want you to put this track onto the playlist called throwback party,AddToPlaylist
8937,give two out of 6 points to current album,RateBook
11337,add track to this is zezé di camargo & luciano playlist,AddToPlaylist
13431,play some last fm music like the 1992 ep from peaches,PlayMusic
2962,this novel deserves 4 to 6 stars for its writing,RateBook
12575,i would give the all that: fresh out the box saga a rating of 2 points,RateBook
13378,tell me what films are playing at plitt theatres,SearchScreeningEvent
3899,book a restaurant faraway from albertson now,BookRestaurant
11724,play the newest melody from corey clark on lastfm,PlayMusic
1034,find me the lace and whiskey soundtrack,SearchCreativeWork
8542,i want the movie schedules for movies around here,SearchScreeningEvent
8018,i want to book a restaurant for a year from now in maine,BookRestaurant
13006,give the chronicle fathers and crows a 5 out of 6,RateBook
13216,rate the beggar of volubilis 1 out of 6,RateBook
5129,what is the weather forecast going to be on august 15  2038 for hoffman hills state recreation area,GetWeather
1895,what is the weather forecast for friona,GetWeather
4851,find a movie schedule for 12 hours from now,SearchScreeningEvent
3863,play some mike burney on google music,PlayMusic
4108,find me  i am mariah… the elusive chanteuse,SearchCreativeWork
12845,find the tv series i build the tower,SearchCreativeWork
5719,i want to book the best manadonese restaurant for six at 21:49 that is distant from my baby s work,BookRestaurant
12949,when is percy jackson playing at the movie theatre,SearchScreeningEvent
8151,i give this essay 0 of 6 stars,RateBook
7179,please get me stories from the english and scottish ballads show,SearchCreativeWork
2765,look up holy water,SearchCreativeWork
9616,can you add don moye to my pop playlist,AddToPlaylist
9341,i need a table in one hour from now at somewhere not far from la,BookRestaurant
6323,what s the weather in paulette yemen,GetWeather
5072,what is the weather like for fleischmanns  lesotho 43 weeks from now,GetWeather
10163,please put the artist matt mckenna in my this is shakira playlist,AddToPlaylist
906,play joey fatone soundtrack tunes from google music from 1972,PlayMusic
1410,book a restaurant in lake fenton for four,BookRestaurant
5485,will it get hotter far away in afghanistan,GetWeather
531,is it forecast to be chilly in iowa,GetWeather
14059,what s the humidity here right now,GetWeather
8180,add sweet black angel to my diarios de bicicleta playlist,AddToPlaylist
14198,give zero out of 6 to the current album,RateBook
1118,rate  body of secrets one stars,RateBook
675,search for trailer jazz impressions of the u s a,SearchCreativeWork
5377,will it be hotter close by here at 13 o clock,GetWeather
8814,i want to watch the original recordings,SearchCreativeWork
8688,add hound dog taylor to the miami 2017 guest list playlist,AddToPlaylist
3219,locate the best pub in apache junction,BookRestaurant
2051,add artist to my 80 s party,AddToPlaylist
12840,find a movie house closest showing operation: kingdom,SearchScreeningEvent
10931,add ihsahn to hip hop 2017 new school,AddToPlaylist
14084,can you put on like a hurricane by paul landers,PlayMusic
11012,open deezer and play top 40 hits,PlayMusic
5003,find the pop has freed us saga,SearchCreativeWork
2202,whats the closest cinema that shows movies at 12 a m,SearchScreeningEvent
11714,what will the weather be in lamar,GetWeather
1394,add lee seung gi to my baila reggaeton playlist,AddToPlaylist
12710,i m looking for the television show titled the lonergan review,SearchCreativeWork
7953,i need a reservation for red square on aug  the 9th,BookRestaurant
3199,rate the book who will cry when you die one out of 6 stars,RateBook
12103,find a video game called craters of the sac,SearchCreativeWork
11509,when will it be hot in millvale,GetWeather
8993,forecast for willits christmas island twenty three minutes from now,GetWeather
424,play a track by deeyah khan,PlayMusic
2599,what is the movie schedule for general cinema corporation,SearchScreeningEvent
4826,play jazz music by zvooq,PlayMusic
8196,add track to rapcaviar,AddToPlaylist
11913,book a spot for 1 close to geraldine s house,BookRestaurant
1008,check the forecast for keene,GetWeather
8804,add track to this is zezé di camargo & luciano,AddToPlaylist
3589,fimd films around here,SearchScreeningEvent
393,add a-hunting we will go to the emily dickinson playlist,AddToPlaylist
11794,rate the current novel 1 out of 6 points,RateBook
13340,play the discografia de the pretty reckless saga,SearchCreativeWork
8100,look for the saga called death in paradise,SearchCreativeWork
922,how is weather here,GetWeather
4184,rate call for the saint 1 out 6 points,RateBook
1627,what s the forecast in klamath marsh national wildlife refuge,GetWeather
14068,weather in two hours  in uzbekistan,GetWeather
4114,i d like to add this album to funtime,AddToPlaylist
6942,look for the compact forest proposal trailer,SearchCreativeWork
8097,when is the next showing of star wars: the clone wars,SearchScreeningEvent
10408,i m looking for the song called standing for something,SearchCreativeWork
8730,add fabri fibra to the birth of cool,AddToPlaylist
6050,is it overcast close-by in illinois,GetWeather
5542,book a restaurant for ten in exmore at sunset,BookRestaurant
8278,find wish you were here  a movie,SearchCreativeWork
4466,this current textbook deserves a rating of 3 points and a best rating of 6,RateBook
888,book table to a tavern for a scrapple for harriett  deanne and i,BookRestaurant
10357,play steven reineke greatest soundtrack on youtube,PlayMusic
12200,what s the weather forecast for arizona city,GetWeather
11507,give me the weather forecast for zambia,GetWeather
4425,book a spot for six in greece,BookRestaurant
6816,is the lady and the highwayman playing at 7 a m  at dipson theatres,SearchScreeningEvent
2664,add tune to my para comer,AddToPlaylist
6691,add dan the automator to forever country,AddToPlaylist
1239,this current book is worth five,RateBook
651,add an album to my playlist bachata lovers,AddToPlaylist
4006,tell me the weather forecast for huxley  ms,GetWeather
11415,patty and i need a table booked at a highly rated restaurant in sandstone,BookRestaurant
11123,please book a room to accommodate one in 11 weeks  near bahamas restaurant,BookRestaurant
12440,i want to book a restaurant for eight in harding,BookRestaurant
11956,add foreign affair to the disney playlist,AddToPlaylist
14406,i want to know if there are any movies playing in the area,SearchScreeningEvent
5152,will it be cold this autumn in norfolk island,GetWeather
5205,play me a twenties tune on deezer,PlayMusic
858,i would like to rate this album 3 points and a best rating of 6,RateBook
5706,what s the weather in mountain center,GetWeather
2044,give me showtimes for the tenth woman at the movie house,SearchScreeningEvent
3783,can you play that last ep from the twenties,PlayMusic
5735,add bedroom jams to album,AddToPlaylist
6120,find kerasotes theatres with movie times,SearchScreeningEvent
3488,play playlist chilled r&b,PlayMusic
2846,add the tune to my viajes playlist,AddToPlaylist
3523,book a table for 10 at the dunbrody country house hotel in serbia,BookRestaurant
9940,play the tv show iron seed,SearchCreativeWork
7392,can i get the showings for mysterious crossing,SearchScreeningEvent
10112,can you tell me what the weather is like at sam d  hamilton noxubee national wildlife refuge,GetWeather
1186,find thyme travel,SearchCreativeWork
11789,add this song to my fairy tales,AddToPlaylist
5337,play latina,PlayMusic
3737,look up the searchlights painting,SearchCreativeWork
8157,will it get windy this week-end in selva jedediah smith,GetWeather
13068,is it going to be stormy close to australia,GetWeather
8683,add all the years to concentración,AddToPlaylist
5244,book a restaurant for 8,BookRestaurant
4369,where can i find the game skip to the end,SearchCreativeWork
5063,look up the stars are indifferent to astronomy,SearchCreativeWork
11723,rate this novel 5 stars,RateBook
3960,play saturday nights & sunday mornings,PlayMusic
11428,rate this album one stars,RateBook
7008,will it be stormy in charleston,GetWeather
2280,add billy eckstine to my emotron,AddToPlaylist
278,what movies are scheduled at plitt theatres,SearchScreeningEvent
11674,play music by blowfly from the seventies,PlayMusic
733,find a book called outpost firewall pro,SearchCreativeWork
14313,find me a tv show called baby blue,SearchCreativeWork
9314,i want a table for four for 2 years from now,BookRestaurant
4838,i want to book reservations for 8 at an indoor restaurant,BookRestaurant
1799,add bien acompañado to all out 60s,AddToPlaylist
1136,rate the casualties of peace series one of 6,RateBook
767,tell me the weather for next week at cathedral state park,GetWeather
8865,find the painting strong enough,SearchCreativeWork
6517,book a table for vermicelli at a restaurant,BookRestaurant
14012,what is the forecast for ōtone prefectural natural park in 1 hour and within the same area,GetWeather
13588,give this chronicle a 4,RateBook
4381,i would like to rate tar: a midwest childhood a value of 1 and a best rating of 6,RateBook
1997,on oct  26  i will need to make reservations to eat in halibut point state park,GetWeather
9895,where can i see travelling light,SearchScreeningEvent
4133,show creativity of wild about animals,SearchCreativeWork
40,find a novel called industry,SearchCreativeWork
4163,i want to add an album to noreen s endorphin rush playlist,AddToPlaylist
3216,rate conan of the red brotherhood 2 of 6,RateBook
595,book reservations not far from our neighborhood for a party of 2,BookRestaurant
2314,i d like to add this tune to my spotify orchestra cello playlist,AddToPlaylist
12317,what will the weather be like in killarney national park on national pow/mia recognition day,GetWeather
1364,what animated movies are playing at kb theatres,SearchScreeningEvent
9211,find earth moving,SearchCreativeWork
10319,which films are playing close by,SearchScreeningEvent
2122,book a table for eight in graf far away,BookRestaurant
8965,i want to listen to a concerto from timour moutsouraev,PlayMusic
6141,show me the movie schedule for movies around here,SearchScreeningEvent
13210,book a bar that serves italian-american cuisine neighboring wilson av for one person,BookRestaurant
14179,let s hear good mohammad mamle on vimeo,PlayMusic
2735,play giovanni battista guadagnini s 1982 tracks,PlayMusic
4724,what s the weather going to be like this autumn in ca,GetWeather
